Session,Match_Number,Venue,Date_and_Time,Winning_Team,First_team,Second_Team,Link
2011,7,"Sawai Mansingh Stadium, Jaipur","APR, TUE 12 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"RAJASTHAN ROYALS
152/4
(18.3 OV)","DELHI DAREDEVILS
151/6
(20 OV )",https://www.iplt20.com/match/2011/10184
2011,6,"Eden Gardens, Kolkata","APR, MON 11 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 RUNS,"KOLKATA KNIGHT RIDERS
163/4
(20 OV)","DECCAN CHARGERS
154/8
(20 OV )",https://www.iplt20.com/match/2011/10183
2011,5,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 10 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,"PUNE WARRIORS INDIA
113/3
(13.1 OV)","PUNJAB KINGS
112/8
(20 OV )",https://www.iplt20.com/match/2011/10182
2011,4,"Arun Jaitley Stadium, Delhi","APR, SUN 10 , 4:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"DELHI DAREDEVILS
95
(17.4 OV)","MUMBAI INDIANS
99/2
(16.5 OV )",https://www.iplt20.com/match/2011/10181
2011,3,"Jawaharlal Nehru Stadium, Kochi","APR, SAT 9 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,"KOCHI TUSKERS KERALA
161/5
(20 OV)","ROYAL CHALLENGERS BANGALORE
162/4
(18.4 OV )",https://www.iplt20.com/match/2011/10180
2011,2,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 9 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,"DECCAN CHARGERS
137/8
(20 OV)","RAJASTHAN ROYALS
141/2
(18.5 OV )",https://www.iplt20.com/match/2011/10179
2011,1,"M. A. Chidambaram Stadium, Chennai","APR, FRI 8 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 2 RUNS,"CHENNAI SUPER KINGS
153/4
(20 OV)","KOLKATA KNIGHT RIDERS
151/7
(20 OV )",https://www.iplt20.com/match/2011/10178
2012,75,"M. A. Chidambaram Stadium, Chennai","MAY, SUN 27 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
192/5
(19.4 OV)","CHENNAI SUPER KINGS
190/3
(20 OV )",https://www.iplt20.com/match/2012/10326
2012,74,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 86 RUNS,"CHENNAI SUPER KINGS
222/5
(20 OV)","DELHI DAREDEVILS
136
(16.5 OV )",https://www.iplt20.com/match/2012/10325
2012,73,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 38 RUNS,"MUMBAI INDIANS
149/9
(20 OV)","CHENNAI SUPER KINGS
187/5
(20 OV )",https://www.iplt20.com/match/2012/10324
2012,72,Pune,"MAY, TUE 22 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 18 RUNS,"DELHI DAREDEVILS
144/8
(20 OV)","KOLKATA KNIGHT RIDERS
162/4
(20 OV )",https://www.iplt20.com/match/2012/10323
2012,71,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 20 , 8:00 pm IST",MUMBAI INDIANS WON BY 10 WICKETS,"RAJASTHAN ROYALS
162/6
(20 OV)","MUMBAI INDIANS
163/0
(18 OV )",https://www.iplt20.com/match/2012/10322
2012,70,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 20 , 4:00 pm IST",DECCAN CHARGERS WON BY 9 RUNS,"DECCAN CHARGERS
132/7
(20 OV)","ROYAL CHALLENGERS BANGALORE
123/9
(20 OV )",https://www.iplt20.com/match/2012/10321
2012,69,Pune,"MAY, SAT 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 34 RUNS,"PUNE WARRIORS INDIA
102/8
(20 OV)","KOLKATA KNIGHT RIDERS
136/4
(20 OV )",https://www.iplt20.com/match/2012/10320
2012,68,"HPCA Stadium, Dharamsala","MAY, SAT 19 , 4:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"PUNJAB KINGS
141/8
(20 OV)","DELHI DAREDEVILS
145/4
(18.2 OV )",https://www.iplt20.com/match/2012/10319
2012,67,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 18 , 8:00 pm IST",DECCAN CHARGERS WON BY 5 WICKETS,"DECCAN CHARGERS
128/5
(18.4 OV)","RAJASTHAN ROYALS
126/8
(20 OV )",https://www.iplt20.com/match/2012/10318
2012,66,"Arun Jaitley Stadium, Delhi","MAY, THU 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 21 RUNS,"DELHI DAREDEVILS
194/9
(20 OV)","ROYAL CHALLENGERS BANGALORE
215/1
(20 OV )",https://www.iplt20.com/match/2012/10317
2012,65,"HPCA Stadium, Dharamsala","MAY, THU 17 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PUNJAB KINGS
123/4
(16.3 OV)","CHENNAI SUPER KINGS
120/7
(20 OV )",https://www.iplt20.com/match/2012/10316
2012,64,"Wankhede Stadium, Mumbai","MAY, WED 16 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 32 RUNS,"MUMBAI INDIANS
108
(19.1 OV)","KOLKATA KNIGHT RIDERS
140/7
(20 OV )",https://www.iplt20.com/match/2012/10315
2012,63,"Arun Jaitley Stadium, Delhi","MAY, TUE 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,"DELHI DAREDEVILS
140/5
(19 OV)","PUNJAB KINGS
136/8
(20 OV )",https://www.iplt20.com/match/2012/10314
2012,62,"Eden Gardens, Kolkata","MAY, MON 14 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
158/6
(20 OV)","CHENNAI SUPER KINGS
160/5
(20 OV )",https://www.iplt20.com/match/2012/10313
2012,61,"M. Chinnaswamy Stadium, Bengaluru","MAY, MON 14 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"ROYAL CHALLENGERS BANGALORE
171/6
(20 OV)","MUMBAI INDIANS
173/5
(19.4 OV )",https://www.iplt20.com/match/2012/10312
2012,60,"IS Bindra Stadium, Mohali","MAY, SUN 13 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,"PUNJAB KINGS
194/6
(20 OV)","DECCAN CHARGERS
190/4
(20 OV )",https://www.iplt20.com/match/2012/10311
2012,59,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 13 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 45 RUNS,"RAJASTHAN ROYALS
170/4
(20 OV)","PUNE WARRIORS INDIA
125/9
(20 OV )",https://www.iplt20.com/match/2012/10310
2012,58,"M. A. Chidambaram Stadium, Chennai","MAY, SAT 12 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,"CHENNAI SUPER KINGS
115/1
(15.2 OV)","DELHI DAREDEVILS
114/5
(20 OV )",https://www.iplt20.com/match/2012/10309
2012,57,"Eden Gardens, Kolkata","MAY, SAT 12 , 4:00 pm IST",MUMBAI INDIANS WON BY 27 RUNS,"KOLKATA KNIGHT RIDERS
155/4
(20 OV)","MUMBAI INDIANS
182/1
(20 OV )",https://www.iplt20.com/match/2012/10308
2012,56,Pune,"MAY, FRI 11 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 35 RUNS,"PUNE WARRIORS INDIA
138/9
(20 OV)","ROYAL CHALLENGERS BANGALORE
173/3
(20 OV )",https://www.iplt20.com/match/2012/10307
2012,55,"Sawai Mansingh Stadium, Jaipur","MAY, THU 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"RAJASTHAN ROYALS
126/6
(20 OV)","CHENNAI SUPER KINGS
127/6
(18.1 OV )",https://www.iplt20.com/match/2012/10306
2012,54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, THU 10 , 4:00 pm IST",DELHI DAREDEVILS WON BY 9 WICKETS,"DECCAN CHARGERS
187/4
(20 OV)","DELHI DAREDEVILS
193/1
(16.4 OV )",https://www.iplt20.com/match/2012/10305
2012,53,"Wankhede Stadium, Mumbai","MAY, WED 9 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,"MUMBAI INDIANS
141/6
(20 OV)","ROYAL CHALLENGERS BANGALORE
142/1
(18 OV )",https://www.iplt20.com/match/2012/10304
2012,52,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 8 , 8:00 pm IST",PUNJAB KINGS WON BY 25 RUNS,"DECCAN CHARGERS
145/8
(20 OV)","PUNJAB KINGS
170/5
(20 OV )",https://www.iplt20.com/match/2012/10303
2012,51,Pune,"MAY, TUE 8 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"PUNE WARRIORS INDIA
125/6
(20 OV)","RAJASTHAN ROYALS
126/3
(16.2 OV )",https://www.iplt20.com/match/2012/10302
2012,50,"Arun Jaitley Stadium, Delhi","MAY, MON 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"DELHI DAREDEVILS
153/9
(20 OV)","KOLKATA KNIGHT RIDERS
154/4
(18.4 OV )",https://www.iplt20.com/match/2012/10301
2012,49,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 6 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,"ROYAL CHALLENGERS BANGALORE
185/5
(18.5 OV)","DECCAN CHARGERS
181/2
(20 OV )",https://www.iplt20.com/match/2012/10300
2012,48,"Wankhede Stadium, Mumbai","MAY, SUN 6 , 4:00 pm IST",MUMBAI INDIANS WON BY 2 WICKETS,"MUMBAI INDIANS
174/8
(20 OV)","CHENNAI SUPER KINGS
173/8
(20 OV )",https://www.iplt20.com/match/2012/10299
2012,47,"IS Bindra Stadium, Mohali","MAY, SAT 5 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 43 RUNS,"PUNJAB KINGS
134/8
(20 OV)","RAJASTHAN ROYALS
177/6
(20 OV )",https://www.iplt20.com/match/2012/10298
2012,46,"Eden Gardens, Kolkata","MAY, SAT 5 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 RUNS,"KOLKATA KNIGHT RIDERS
150/5
(20 OV)","PUNE WARRIORS INDIA
143/8
(20 OV )",https://www.iplt20.com/match/2012/10297
2012,45,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 4 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 10 RUNS,"CHENNAI SUPER KINGS
160/6
(20 OV)","DECCAN CHARGERS
150/5
(20 OV )",https://www.iplt20.com/match/2012/10296
2012,44,Pune,"MAY, THU 3 , 8:00 pm IST",MUMBAI INDIANS WON BY 1 RUN,"PUNE WARRIORS INDIA
119/6
(20 OV)","MUMBAI INDIANS
120/9
(20 OV )",https://www.iplt20.com/match/2012/10295
2012,43,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 2 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,"ROYAL CHALLENGERS BANGALORE
158/5
(20 OV)","PUNJAB KINGS
163/6
(19.5 OV )",https://www.iplt20.com/match/2012/10294
2012,42,"Sawai Mansingh Stadium, Jaipur","MAY, TUE 1 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"RAJASTHAN ROYALS
141/6
(20 OV)","DELHI DAREDEVILS
144/4
(15.2 OV )",https://www.iplt20.com/match/2012/10293
2012,41,"Barabati Stadium, Cuttack","MAY, TUE 1 , 4:00 pm IST",DECCAN CHARGERS WON BY 13 RUNS,"DECCAN CHARGERS
186/4
(20 OV)","PUNE WARRIORS INDIA
173/5
(20 OV )",https://www.iplt20.com/match/2012/10292
2012,40,"M. A. Chidambaram Stadium, Chennai","APR, MON 30 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"CHENNAI SUPER KINGS
139/5
(20 OV)","KOLKATA KNIGHT RIDERS
140/5
(19.4 OV )",https://www.iplt20.com/match/2012/10291
2012,39,"Wankhede Stadium, Mumbai","APR, SUN 29 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MUMBAI INDIANS
101/5
(18.1 OV)","DECCAN CHARGERS
100
(18.4 OV )",https://www.iplt20.com/match/2012/10290
2012,38,"Arun Jaitley Stadium, Delhi","APR, SUN 29 , 4:00 pm IST",DELHI DAREDEVILS WON BY 1 RUN,"DELHI DAREDEVILS
152/6
(20 OV)","RAJASTHAN ROYALS
151/3
(20 OV )",https://www.iplt20.com/match/2012/10289
2012,37,"Eden Gardens, Kolkata","APR, SAT 28 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 47 RUNS,"KOLKATA KNIGHT RIDERS
190/4
(20 OV)","ROYAL CHALLENGERS BANGALORE
143/6
(20 OV )",https://www.iplt20.com/match/2012/10288
2012,36,"M. A. Chidambaram Stadium, Chennai","APR, SAT 28 , 4:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,"CHENNAI SUPER KINGS
149/8
(20 OV)","PUNJAB KINGS
156/8
(20 OV )",https://www.iplt20.com/match/2012/10287
2012,35,"Arun Jaitley Stadium, Delhi","APR, FRI 27 , 8:00 pm IST",DELHI DAREDEVILS WON BY 37 RUNS,"DELHI DAREDEVILS
207/5
(20 OV)","MUMBAI INDIANS
170/9
(20 OV )",https://www.iplt20.com/match/2012/10286
2012,34,Pune,"APR, THU 26 , 8:00 pm IST",DECCAN CHARGERS WON BY 18 RUNS,"PUNE WARRIORS INDIA
159/7
(20 OV)","DECCAN CHARGERS
177/4
(20 OV )",https://www.iplt20.com/match/2012/10285
2012,33,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 25 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,https://www.iplt20.com/match/2012/10284
2012,32,"IS Bindra Stadium, Mohali","APR, WED 25 , 4:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"PUNJAB KINGS
168/3
(20 OV)","MUMBAI INDIANS
171/6
(19.5 OV )",https://www.iplt20.com/match/2012/10283
2012,31,"Eden Gardens, Kolkata","APR, TUE 24 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,KOLKATA KNIGHT RIDERS,DECCAN CHARGERS,https://www.iplt20.com/match/2012/10282
2012,30,Pune,"APR, TUE 24 , 4:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"PUNE WARRIORS INDIA
146/2
(20 OV)","DELHI DAREDEVILS
148/2
(16 OV )",https://www.iplt20.com/match/2012/10281
2012,29,"Sawai Mansingh Stadium, Jaipur","APR, MON 23 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 46 RUNS,"RAJASTHAN ROYALS
143/7
(20 OV)","ROYAL CHALLENGERS BANGALORE
189/3
(20 OV )",https://www.iplt20.com/match/2012/10280
2012,28,"Barabati Stadium, Cuttack","APR, SUN 22 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"DECCAN CHARGERS
126/7
(20 OV)","KOLKATA KNIGHT RIDERS
127/5
(19 OV )",https://www.iplt20.com/match/2012/10279
2012,27,"Wankhede Stadium, Mumbai","APR, SUN 22 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"MUMBAI INDIANS
163/6
(20 OV)","PUNJAB KINGS
164/4
(19.3 OV )",https://www.iplt20.com/match/2012/10278
2012,26,"Arun Jaitley Stadium, Delhi","APR, SAT 21 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 20 RUNS,"DELHI DAREDEVILS
172/7
(20 OV)","PUNE WARRIORS INDIA
192/3
(20 OV )",https://www.iplt20.com/match/2012/10277
2012,25,"M. A. Chidambaram Stadium, Chennai","APR, SAT 21 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"CHENNAI SUPER KINGS
147/3
(20 OV)","RAJASTHAN ROYALS
146/4
(20 OV )",https://www.iplt20.com/match/2012/10276
2012,24,"IS Bindra Stadium, Mohali","APR, FRI 20 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,"PUNJAB KINGS
163/6
(20 OV)","ROYAL CHALLENGERS BANGALORE
166/5
(19.3 OV )",https://www.iplt20.com/match/2012/10275
2012,23,"Arun Jaitley Stadium, Delhi","APR, THU 19 , 4:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,"DELHI DAREDEVILS
162/5
(19.1 OV)","DECCAN CHARGERS
157/8
(20 OV )",https://www.iplt20.com/match/2012/10274
2012,22,"IS Bindra Stadium, Mohali","APR, WED 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"PUNJAB KINGS
124/7
(20 OV)","KOLKATA KNIGHT RIDERS
127/2
(16.3 OV )",https://www.iplt20.com/match/2012/10273
2012,21,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,"ROYAL CHALLENGERS BANGALORE
186/4
(20 OV)","PUNE WARRIORS INDIA
182/6
(20 OV )",https://www.iplt20.com/match/2012/10272
2012,20,"Sawai Mansingh Stadium, Jaipur","APR, TUE 17 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RAJASTHAN ROYALS
197/5
(19.4 OV)","DECCAN CHARGERS
196/2
(20 OV )",https://www.iplt20.com/match/2012/10271
2012,19,"Wankhede Stadium, Mumbai","APR, MON 16 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,"MUMBAI INDIANS
92
(19.2 OV)","DELHI DAREDEVILS
93/3
(14.5 OV )",https://www.iplt20.com/match/2012/10270
2012,18,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 15 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 59 RUNS,"ROYAL CHALLENGERS BANGALORE
136
(19.5 OV)","RAJASTHAN ROYALS
195/2
(20 OV )",https://www.iplt20.com/match/2012/10269
2012,17,"Eden Gardens, Kolkata","APR, SUN 15 , 4:00 pm IST",PUNJAB KINGS WON BY 2 RUNS,"KOLKATA KNIGHT RIDERS
132/7
(20 OV)","PUNJAB KINGS
134/9
(20 OV )",https://www.iplt20.com/match/2012/10268
2012,16,Pune,"APR, SAT 14 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,"PUNE WARRIORS INDIA
156/3
(19.2 OV)","CHENNAI SUPER KINGS
155/5
(20 OV )",https://www.iplt20.com/match/2012/10267
2012,15,"Eden Gardens, Kolkata","APR, FRI 13 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
137/5
(19.2 OV)","RAJASTHAN ROYALS
131/5
(20 OV )",https://www.iplt20.com/match/2012/10266
2012,14,"IS Bindra Stadium, Mohali","APR, THU 12 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"PUNJAB KINGS
116/3
(17.4 OV)","PUNE WARRIORS INDIA
115
(19 OV )",https://www.iplt20.com/match/2012/10265
2012,13,"M. A. Chidambaram Stadium, Chennai","APR, THU 12 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"CHENNAI SUPER KINGS
208/5
(20 OV)","ROYAL CHALLENGERS BANGALORE
205/8
(20 OV )",https://www.iplt20.com/match/2012/10264
2012,12,"Wankhede Stadium, Mumbai","APR, WED 11 , 8:00 pm IST",MUMBAI INDIANS WON BY 27 RUNS,"MUMBAI INDIANS
197/6
(20 OV)","RAJASTHAN ROYALS
170
(19.4 OV )",https://www.iplt20.com/match/2012/10263
2012,11,"Arun Jaitley Stadium, Delhi","APR, TUE 10 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"DELHI DAREDEVILS
111/2
(13.2 OV)","CHENNAI SUPER KINGS
110/8
(20 OV )",https://www.iplt20.com/match/2012/10262
2012,10,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 10 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 42 RUNS,"ROYAL CHALLENGERS BANGALORE
123/9
(20 OV)","KOLKATA KNIGHT RIDERS
165/8
(20 OV )",https://www.iplt20.com/match/2012/10261
2012,9,"ACA-VDCA Stadium, Visakhapatnam","APR, MON 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"DECCAN CHARGERS
138/9
(20 OV)","MUMBAI INDIANS
142/5
(20 OV )",https://www.iplt20.com/match/2012/10260
2012,8,Pune,"APR, SUN 8 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 22 RUNS,"PUNE WARRIORS INDIA
166/6
(20 OV)","PUNJAB KINGS
144/8
(20 OV )",https://www.iplt20.com/match/2012/10259
2012,7,"Sawai Mansingh Stadium, Jaipur","APR, SUN 8 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 22 RUNS,"RAJASTHAN ROYALS
164/5
(20 OV)","KOLKATA KNIGHT RIDERS
142
(20 OV )",https://www.iplt20.com/match/2012/10258
2012,6,"ACA-VDCA Stadium, Visakhapatnam","APR, SAT 7 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 74 RUNS,"DECCAN CHARGERS
119
(17.1 OV)","CHENNAI SUPER KINGS
193/6
(20 OV )",https://www.iplt20.com/match/2012/10257
2012,5,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 7 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 20 RUNS,"ROYAL CHALLENGERS BANGALORE
157/8
(20 OV)","DELHI DAREDEVILS
137/7
(20 OV )",https://www.iplt20.com/match/2012/10256
2012,4,"Sawai Mansingh Stadium, Jaipur","APR, FRI 6 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 31 RUNS,"RAJASTHAN ROYALS
191/4
(20 OV)","PUNJAB KINGS
160/9
(20 OV )",https://www.iplt20.com/match/2012/10255
2012,3,"Wankhede Stadium, Mumbai","APR, FRI 6 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 28 RUNS,"MUMBAI INDIANS
101/9
(20 OV)","PUNE WARRIORS INDIA
129/9
(20 OV )",https://www.iplt20.com/match/2012/10254
2012,2,"Eden Gardens, Kolkata","APR, THU 5 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"KOLKATA KNIGHT RIDERS
97/9
(12 OV)","DELHI DAREDEVILS
100/2
(11.1 OV )",https://www.iplt20.com/match/2012/10253
2012,1,"M. A. Chidambaram Stadium, Chennai","APR, WED 4 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"CHENNAI SUPER KINGS
112
(19.5 OV)","MUMBAI INDIANS
115/2
(16.5 OV )",https://www.iplt20.com/match/2012/10252
2013,76,"Eden Gardens, Kolkata","MAY, SUN 26 , 8:00 pm IST",MUMBAI INDIANS WON BY 23 RUNS,"CHENNAI SUPER KINGS
125/9
(20 OV)","MUMBAI INDIANS
148/9
(20 OV )",https://www.iplt20.com/match/2013/10402
2013,75,"Eden Gardens, Kolkata","MAY, FRI 24 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"RAJASTHAN ROYALS
165/6
(20 OV)","MUMBAI INDIANS
169/6
(19.5 OV )",https://www.iplt20.com/match/2013/10401
2013,74,"Arun Jaitley Stadium, Delhi","MAY, WED 22 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"RAJASTHAN ROYALS
135/6
(19.2 OV)","SUNRISERS HYDERABAD
132/7
(20 OV )",https://www.iplt20.com/match/2013/10400
2013,73,"Arun Jaitley Stadium, Delhi","MAY, TUE 21 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 48 RUNS,"CHENNAI SUPER KINGS
192/1
(20 OV)","MUMBAI INDIANS
144
(18.4 OV )",https://www.iplt20.com/match/2013/10399
2013,72,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 19 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,"SUNRISERS HYDERABAD
132/5
(18.5 OV)","KOLKATA KNIGHT RIDERS
130/7
(20 OV )",https://www.iplt20.com/match/2013/10398
2013,71,Pune,"MAY, SUN 19 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 38 RUNS,"PUNE WARRIORS INDIA
172/5
(20 OV)","DELHI DAREDEVILS
134/9
(20 OV )",https://www.iplt20.com/match/2013/10397
2013,70,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 24 RUNS,"ROYAL CHALLENGERS BANGALORE
106/2
(8 OV)","CHENNAI SUPER KINGS
82/6
(8 OV )",https://www.iplt20.com/match/2013/10396
2013,69,"HPCA Stadium, Dharamsala","MAY, SAT 18 , 4:00 pm IST",PUNJAB KINGS WON BY 50 RUNS,"PUNJAB KINGS
183/8
(20 OV)","MUMBAI INDIANS
133/9
(19.1 OV )",https://www.iplt20.com/match/2013/10395
2013,68,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 23 RUNS,"SUNRISERS HYDERABAD
136/9
(20 OV)","RAJASTHAN ROYALS
113/9
(20 OV )",https://www.iplt20.com/match/2013/10394
2013,67,"HPCA Stadium, Dharamsala","MAY, THU 16 , 8:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,"PUNJAB KINGS
171/4
(20 OV)","DELHI DAREDEVILS
164/7
(20 OV )",https://www.iplt20.com/match/2013/10393
2013,66,"Wankhede Stadium, Mumbai","MAY, WED 15 , 8:00 pm IST",MUMBAI INDIANS WON BY 14 RUNS,"MUMBAI INDIANS
166/8
(20 OV)","RAJASTHAN ROYALS
152/7
(20 OV )",https://www.iplt20.com/match/2013/10392
2013,65,"JSCA International Cricket Stadium, Ranchi","MAY, WED 15 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 7 RUNS,"KOLKATA KNIGHT RIDERS
163/7
(20 OV)","PUNE WARRIORS INDIA
170/4
(20 OV )",https://www.iplt20.com/match/2013/10391
2013,64,"M. A. Chidambaram Stadium, Chennai","MAY, TUE 14 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 33 RUNS,"CHENNAI SUPER KINGS
168/4
(20 OV)","DELHI DAREDEVILS
135/9
(20 OV )",https://www.iplt20.com/match/2013/10390
2013,63,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 14 , 4:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"ROYAL CHALLENGERS BANGALORE
174/5
(20 OV)","PUNJAB KINGS
176/3
(18.1 OV )",https://www.iplt20.com/match/2013/10389
2013,62,"Wankhede Stadium, Mumbai","MAY, MON 13 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"MUMBAI INDIANS
184/3
(19.3 OV)","SUNRISERS HYDERABAD
178/3
(20 OV )",https://www.iplt20.com/match/2013/10388
2013,61,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 12 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RAJASTHAN ROYALS
144/5
(17.1 OV)","CHENNAI SUPER KINGS
141/4
(20 OV )",https://www.iplt20.com/match/2013/10387
